City,Procedure,No. of Surgeons,Surgeon Volume,Average Price ($),Minimum Price ($),Maximum Price ($),Top Rated Surgeon,More Information
Toledo,Breast Reduction,16,Low,8568.0,5050.0,10000.0,Dr. Frank Barone,https://www.aestheticmatch.com
Stockton,Breast Reduction,133,Intermediate,8528.8,6000.0,9000.0,A leading breast reduction surgeon at Beautologie Cosmetic Surgery & Medical Aesthetics,https://www.aestheticmatch.com
St. Petersburg,Breast Reduction,809,High,10864.0,2900.0,11200.0,Dr. Traci Temmen,https://www.aestheticmatch.com
St. Louis,Breast Reduction,809,High,10432.8,6000.0,14000.0,Dr. Wright,https://www.aestheticmatch.com
Seattle,Breast Reduction,119,Intermediate,9800.0,7800.0,9000.0,Dr. Jeffrey H. Barnett,https://www.aestheticmatch.com
Scottsdale,Breast Reduction,137,Intermediate,11592.0,8000.0,12500.0,Dr. Sanniec,https://www.aestheticmatch.com
Santa Ana,Breast Reduction,466,High,14784.0,6000.0,15000.0,Dr. Tim Roham,https://www.aestheticmatch.com
San Jose,Breast Reduction,236,High,22176.0,15000.0,25000.0,Dr. Alexander Ereso,https://www.aestheticmatch.com
San Francisco,Breast Reduction,247,High,22624.0,18000.0,50000.0,Dr. Orna Fisher,https://www.aestheticmatch.com
San Diego,Breast Reduction,96,Intermediate,15792.0,6000.0,14000.0,Dr. Vincent Marin,https://www.aestheticmatch.com
San Antonio,Breast Reduction,168,High,8512.0,5000.0,10500.0,Dr. Michael Ablavsky,https://www.aestheticmatch.com
Saint Paul,Breast Reduction,94,Intermediate,12521.6,7000.0,14000.0,Dr. David Thao,https://www.aestheticmatch.com
Sacramento,Breast Reduction,63,Intermediate,11984.0,9500.0,13000.0,Dr. Wayne Yamahata,https://www.aestheticmatch.com
Riverside,Breast Reduction,26,Intermediate,13081.6,8000.0,15000.0,Dr. Ben Childers,https://www.aestheticmatch.com
Richmond,Breast Reduction,2,Low,11704.0,9380.0,12000.0,Dr. Lewis at Lewis Plastic Surgery,https://www.aestheticmatch.com
Reno,Breast Reduction,16,Low,8568.0,5293.0,9130.0,Dr. McCormack and Dr. Joslyn (Reno Tahoe Plastic Surgery),https://www.aestheticmatch.com
Raleigh,Breast Reduction,5,Low,11928.0,10500.0,10900.0,North Raleigh Plastic Surgery,https://www.aestheticmatch.com
Portland,Breast Reduction,61,Intermediate,18032.0,7800.0,18285.0,"Dr. Austin Hayes, MD",https://www.aestheticmatch.com
Port St. Lucie,Breast Reduction,71,Intermediate,10724.0,7000.0,10000.0,Dr. David Lickstein,https://www.aestheticmatch.com
Plano,Breast Reduction,4,Low,14560.0,8000.0,16700.0,Dr. Steven Camp,https://www.aestheticmatch.com
Pittsburgh,Breast Reduction,64,Intermediate,8512.0,3300.0,8900.0,Dr. Theodore Foley,https://www.aestheticmatch.com
Phoenix,Breast Reduction,201,High,10136.0,2700.0,20000.0,Dr. Steven Turkeltaub,https://www.aestheticmatch.com
Philadelphia,Breast Reduction,3,Low,14784.0,8000.0,19000.0,Dr. Adrian Lo,https://www.aestheticmatch.com
Orlando,Breast Reduction,24,Intermediate,9184.0,7000.0,17395.0,Dr. Jon Paul Trevisani,https://www.aestheticmatch.com
Omaha,Breast Reduction,12,Low,10035.2,5010.0,8642.0,Dr. Alex Ayoub,https://www.aestheticmatch.com
Oklahoma City,Breast Reduction,32,Intermediate,8691.2,5100.0,9300.0,"Surgeon at 9020 E. Reno Avenue, Floor 2, OKC (5.0 rating on MDsave)",https://www.aestheticmatch.com
Oakland,Breast Reduction,247,High,20720.0,15000.0,25000.0,Dr. Patino,https://www.aestheticmatch.com
North Las Vegas,Breast Reduction,39,Intermediate,12760.16,4000.0,15000.0,Dr. Frank L. Stile,https://www.aestheticmatch.com
Norfolk,Breast Reduction,9,Low,12096.0,6771.0,12500.0,Dr. Dennis K. Hammond,https://www.aestheticmatch.com
Newark,Breast Reduction,45,Intermediate,9520.0,6700.0,13000.0,Dr. Spiro,https://www.aestheticmatch.com
New York,Breast Reduction,653,High,11368.0,8000.0,15000.0,Dr. Richard H. Baxter,https://www.aestheticmatch.com
New Orleans,Breast Reduction,65,Intermediate,11368.0,8000.0,13000.0,"Dr. Randy Sadeghi, MD at Sadeghi Plastic Surgery",https://www.aestheticmatch.com
Nashville,Breast Reduction,3,Low,10136.0,7995.0,12850.0,Dr. Joshua Greenwald,https://www.aestheticmatch.com
Minneapolis,Breast Reduction,24,Intermediate,14728.0,12000.0,14000.0,"Board-certified surgeons at Minneapolis Plastic Surgery, LTD",https://www.aestheticmatch.com
Milwaukee,Breast Reduction,6,Low,8568.0,5000.0,10000.0,Dr. Robert Bonness,https://www.aestheticmatch.com
Mesa,Breast Reduction,137,Intermediate,9520.0,6000.0,17000.0,Dr. Jason L. Marks,https://www.aestheticmatch.com
Memphis,Breast Reduction,107,Intermediate,10024.0,5000.0,11000.0,"Dr. Mark Plauche at NuBody Concepts, Memphis",https://www.aestheticmatch.com
Madison,Breast Reduction,172,High,10360.0,5000.0,14000.0,Dr. Bonness,https://www.aestheticmatch.com
Lubbock,Breast Reduction,8,Low,9184.0,7000.0,13000.0,Dr. Rowley,https://www.aestheticmatch.com
Louisville,Breast Reduction,97,Intermediate,13910.4,6000.0,14000.0,Dr. Aaron Calobrace,https://www.aestheticmatch.com
Long Beach,Breast Reduction,464,High,15256.64,12000.0,15000.0,Dr. Keith A. Hurvitz,https://www.aestheticmatch.com
Lincoln,Breast Reduction,225,High,10169.6,7995.0,12850.0,Dr. David Jacobson,https://www.aestheticmatch.com
Lexington,Breast Reduction,4,Low,9128.0,6000.0,14000.0,Dr. Jared Nimtz,https://www.aestheticmatch.com
Las Vegas,Breast Reduction,39,Intermediate,12852.0,4000.0,25000.0,Dr. Brian J. Parker,https://www.aestheticmatch.com
Laredo,Breast Reduction,0,Low,8534.4,4666.0,11442.0,Alamo Plastic Surgery,https://www.aestheticmatch.com
Kansas City,Breast Reduction,73,Intermediate,10080.0,4000.0,12850.0,Dr. Jack Peterson,https://www.aestheticmatch.com
Jersey City,Breast Reduction,800,High,11088.0,6000.0,14000.0,"Dr. Alexis Parcells, MD, New Jersey",https://www.aestheticmatch.com
Jacksonville,Breast Reduction,21,Intermediate,9576.0,7900.0,8900.0,Dr. Sofia Kirk,https://www.aestheticmatch.com
Irving,Breast Reduction,30,Intermediate,10752.0,8400.0,13500.0,"Dr. Lawrence R. Farris, MD",https://www.aestheticmatch.com
Irvine,Breast Reduction,24,Intermediate,11592.0,6000.0,14000.0,Dr. Karen Leong,https://www.aestheticmatch.com
Indianapolis,Breast Reduction,80,Intermediate,9072.0,4500.0,12271.0,The Gillian Institute (Indy Plastic Surgery),https://www.aestheticmatch.com
Honolulu,Breast Reduction,22,Intermediate,10192.0,8000.0,13000.0,Athena Clinic,https://www.aestheticmatch.com
Hialeah,Breast Reduction,279,High,10131.52,6000.0,14000.0,"Dr. Tal T Roudner, MD",https://www.aestheticmatch.com
Henderson,Breast Reduction,3,Low,19152.0,14000.0,25000.0,Dr. Jeffrey Roth,https://www.aestheticmatch.com
Greensboro,Breast Reduction,75,Intermediate,9072.0,4857.0,10500.0,Dr. David Bowers,https://www.aestheticmatch.com
Glendale,Breast Reduction,4,Low,15568.0,12660.0,15000.0,Dr. Ara K. Vartany,https://www.aestheticmatch.com
Gilbert,Breast Reduction,3,Low,12180.0,6000.0,17000.0,Dr. Gawley,https://www.aestheticmatch.com
Garland,Breast Reduction,20,Intermediate,10382.4,6000.0,14000.0,Dr. Farris,https://www.aestheticmatch.com
Frisco,Breast Reduction,0,Low,10752.0,6500.0,13500.0,"Dr. Ken Smart, MD",https://www.aestheticmatch.com
Fresno,Breast Reduction,214,High,11368.0,6000.0,14000.0,Dr. Sian,https://www.aestheticmatch.com
Fort Worth,Breast Reduction,200,High,13608.0,11000.0,13000.0,"Dr. Steven Camp, MD",https://www.aestheticmatch.com
Fort Wayne,Breast Reduction,37,Intermediate,10242.4,8000.0,12000.0,Aspire Plastic Surgery,https://www.aestheticmatch.com
El Paso,Breast Reduction,11,Low,11312.0,7000.0,14000.0,"Dr. Marco A. Gonzalez, MD",https://www.aestheticmatch.com
Durham,Breast Reduction,3,Low,11956.0,10000.0,11000.0,Duke University Health System plastic surgeons,https://www.aestheticmatch.com
Detroit,Breast Reduction,9,Low,7952.0,4640.0,10000.0,"Dr. Scott Brenman, MD",https://www.aestheticmatch.com
Denver,Breast Reduction,169,High,17808.0,11000.0,21000.0,Dr. Steven Vath,https://www.aestheticmatch.com
Corpus Christi,Breast Reduction,12,Low,9072.0,7800.0,12850.0,Dr. Vijay Bindingnavele,https://www.aestheticmatch.com
Columbus,Breast Reduction,13,Low,8960.0,5000.0,8200.0,Dr. Anne Taylor,https://www.aestheticmatch.com
Colorado Springs,Breast Reduction,28,Intermediate,9968.0,8500.0,9900.0,Dr. Jessica R. Sherry,https://www.aestheticmatch.com
Cleveland,Breast Reduction,26,Intermediate,5768.0,5000.0,6000.0,Dr. Husni,https://www.aestheticmatch.com
Cincinnati,Breast Reduction,71,Intermediate,6944.0,4400.0,6100.0,Dr. Donna Krummen,https://www.aestheticmatch.com
Chula Vista,Breast Reduction,94,Intermediate,13664.0,10000.0,15000.0,Dr. Jonathan Eastlack,https://www.aestheticmatch.com
Chicago,Breast Reduction,205,High,9296.0,5900.0,16000.0,Dr. Michael Horn,https://www.aestheticmatch.com
Chesapeake,Breast Reduction,64,Intermediate,11872.0,10500.0,12500.0,"Dr. Julia C. Stevenson, MD (Cardinal Plastic Surgery)",https://www.aestheticmatch.com
Charlotte,Breast Reduction,11,Low,10248.0,6000.0,14000.0,"Dr. G. Laurie Casas at GH Surgery, Charlotte",https://www.aestheticmatch.com
Chandler,Breast Reduction,15,Low,10864.0,5547.0,16000.0,Dr. Daniel Olson,https://www.aestheticmatch.com
Cape Coral,Breast Reduction,46,Intermediate,9710.4,3000.0,15000.0,Dr. Davek Sharma,https://www.aestheticmatch.com
Buffalo,Breast Reduction,104,Intermediate,10304.0,8000.0,15000.0,Dr. James Quatela,https://www.aestheticmatch.com
Boston,Breast Reduction,17,Low,15534.4,6000.0,14000.0,"Dr. Sean Doherty, MD",https://www.aestheticmatch.com
Boise,Breast Reduction,16,Low,10024.0,4958.0,12850.0,Dr. John D. Wigod,https://www.aestheticmatch.com
Baltimore,Breast Reduction,81,Intermediate,10304.0,6000.0,14000.0,Dr. Sarah Mess,https://www.aestheticmatch.com
Bakersfield,Breast Reduction,17,Low,11424.0,7000.0,14000.0,"Dr. Stephen Mitts, Mitts Plastic Surgery, Bakersfield",https://www.aestheticmatch.com
Austin,Breast Reduction,0,Low,9744.0,5500.0,14500.0,Dr. Aisha D. White,https://www.aestheticmatch.com
Aurora,Breast Reduction,5,Low,13104.0,11000.0,21000.0,"Dr. Jennifer Emmett, MD",https://www.aestheticmatch.com
Arlington,Breast Reduction,9,Low,10416.0,6000.0,16700.0,Dr. Steven Camp,https://www.aestheticmatch.com
Anchorage,Breast Reduction,11,Low,10528.0,6633.0,18587.0,Plastic Surgeons of Alaska,https://www.aestheticmatch.com
Anaheim,Breast Reduction,471,High,14672.0,8000.0,15000.0,"Dr. Saba Motakef, MD",https://www.aestheticmatch.com
Albuquerque,Breast Reduction,19,Intermediate,7392.0,4887.0,8431.0,"Dr. Miguel Gallegos, Hermosa Plastic Surgery",https://www.aestheticmatch.com
Washington,Breast Implants,83,Intermediate,10242.4,6000.0,12000.0,Dr. Barry Eppley,https://www.aestheticmatch.com
Virginia Beach,Breast Implants,36,Intermediate,5488.0,4875.0,8000.0,"Dr. Galardi, Galardi | Bowen Plastic Surgery",https://www.aestheticmatch.com
Tulsa,Breast Implants,21,Intermediate,6496.0,4500.0,7000.0,Dr. Tim R. Love,https://www.aestheticmatch.com
Tucson,Breast Implants,22,Intermediate,8024.8,6300.0,8200.0,Dr. Julian Guerra,https://www.aestheticmatch.com
Toledo,Breast Implants,7,Low,7336.0,6000.0,7000.0,Dr. Matt Goldschmidt,https://www.aestheticmatch.com
Stockton,Breast Implants,96,Intermediate,9632.0,6000.0,14000.0,Beautologie Stockton,https://www.aestheticmatch.com
St. Petersburg,Breast Implants,655,High,6630.4,4500.0,7000.0,Dr. John J. O'Brien Jr.,https://www.aestheticmatch.com
St. Louis,Breast Implants,655,High,9072.0,6000.0,10000.0,"Dr. Copeland, Copeland Cosmetic Surgery",https://www.aestheticmatch.com
Seattle,Breast Implants,69,Intermediate,8064.0,4995.0,15000.0,Dr. Kris Day at Pacific Sound Plastic Surgery,https://www.aestheticmatch.com
Scottsdale,Breast Implants,114,Intermediate,8008.0,5000.0,10000.0,Dr. Kevin Parson,https://www.aestheticmatch.com
Santa Ana,Breast Implants,401,High,6944.0,2700.0,12000.0,"Dr. Michael A. Jazayeri, M.D.",https://www.aestheticmatch.com
San Jose,Breast Implants,164,High,10864.0,7000.0,12000.0,Dr. Alexander Ereso,https://www.aestheticmatch.com
San Francisco,Breast Implants,178,High,9744.0,6500.0,24000.0,Dr. Fan,https://www.aestheticmatch.com
San Diego,Breast Implants,93,Intermediate,9979.2,6000.0,14000.0,Dr. Waltzman,https://www.aestheticmatch.com
San Antonio,Breast Implants,146,Intermediate,5264.0,4000.0,10000.0,Dr. Constance Barone,https://www.aestheticmatch.com
Saint Paul,Breast Implants,69,Intermediate,6356.0,4000.0,8000.0,Dr. Heather Rocheford,https://www.aestheticmatch.com
Sacramento,Breast Implants,38,Intermediate,7784.0,5920.0,6941.0,Dr. Wayne Yamahata,https://www.aestheticmatch.com
Riverside,Breast Implants,13,Low,7840.0,6000.0,10000.0,Dr. Ben Childers,https://www.aestheticmatch.com
Richmond,Breast Implants,0,Low,9000.32,5000.0,8200.0,"Dr. Sundin, Virginia Institute of Plastic Surgery",https://www.aestheticmatch.com
Reno,Breast Implants,14,Low,9072.0,8000.0,10000.0,Dr. James E. Murphy,https://www.aestheticmatch.com
Raleigh,Breast Implants,3,Low,8680.0,6000.0,10000.0,Dr. Glenn Lyle,https://www.aestheticmatch.com
Portland,Breast Implants,37,Intermediate,9128.0,7000.0,9000.0,Dr. Michael Bohley,https://www.aestheticmatch.com
Port St. Lucie,Breast Implants,67,Intermediate,7672.0,6000.0,14000.0,Dr. Brian Lee,https://www.aestheticmatch.com
Plano,Breast Implants,2,Low,7616.0,6000.0,12000.0,Dr. Steven Camp,https://www.aestheticmatch.com
Pittsburgh,Breast Implants,53,Intermediate,9153.76,6000.0,10000.0,Dr. Lorelei Grunwaldt,https://www.aestheticmatch.com
Phoenix,Breast Implants,156,High,7580.16,6300.0,8200.0,Dr. Ricardo Guerra,https://www.aestheticmatch.com
Philadelphia,Breast Implants,0,Low,11144.0,8000.0,11000.0,Dr. Bottger,https://www.aestheticmatch.com
Orlando,Breast Implants,15,Low,7168.0,4000.0,10000.0,Dr. Kamran Azad,https://www.aestheticmatch.com
Omaha,Breast Implants,7,Low,8512.0,5000.0,10000.0,Dr. Mohamed Ayoub,https://www.aestheticmatch.com
Oklahoma City,Breast Implants,22,Intermediate,7392.0,3500.0,12500.0,Dr. Tim R. Love,https://www.aestheticmatch.com
Oakland,Breast Implants,181,High,10752.0,7000.0,12000.0,Dr. Patino,https://www.aestheticmatch.com
North Las Vegas,Breast Implants,37,Intermediate,7168.0,5800.0,7850.0,Dr. Hayley Brown,https://www.aestheticmatch.com
Norfolk,Breast Implants,3,Low,12264.0,8500.0,13500.0,Dr. Lukas N. Troell,https://www.aestheticmatch.com
Newark,Breast Implants,32,Intermediate,7616.0,6000.0,14000.0,Dr. Pedy Ganchi,https://www.aestheticmatch.com
New York,Breast Implants,546,High,9184.0,6000.0,14000.0,Dr. David Cangello,https://www.aestheticmatch.com
New Orleans,Breast Implants,49,Intermediate,7257.6,4900.0,10500.0,Dr. Robyn Moses,https://www.aestheticmatch.com
Nashville,Breast Implants,0,Low,8657.6,6000.0,14000.0,Dr. Brian P. Tierney,https://www.aestheticmatch.com
Minneapolis,Breast Implants,19,Intermediate,7000.0,4500.0,8500.0,Dr. Heather Rocheford,https://www.aestheticmatch.com
Milwaukee,Breast Implants,1,Low,10752.0,9000.0,10000.0,"Dr. Butz and Dr. Thayer at Quintessa, Milwaukee",https://www.aestheticmatch.com
Mesa,Breast Implants,114,Intermediate,8064.0,5000.0,15000.0,Dr. Guerra,https://www.aestheticmatch.com
Memphis,Breast Implants,76,Intermediate,7616.0,3000.0,10000.0,Dr. Scott Turner,https://www.aestheticmatch.com
Madison,Breast Implants,127,Intermediate,10808.0,9000.0,10000.0,Dr. Troell,https://www.aestheticmatch.com
Lubbock,Breast Implants,5,Low,8568.0,6000.0,10000.0,Dr. Kipp S. Towne,https://www.aestheticmatch.com
Louisville,Breast Implants,84,Intermediate,10024.0,8700.0,10000.0,Dr. Lee Corbett,https://www.aestheticmatch.com
Long Beach,Breast Implants,404,High,9072.0,5000.0,10000.0,Dr. Josh Waltzman,https://www.aestheticmatch.com
Lincoln,Breast Implants,153,High,10024.0,6000.0,14000.0,Dr. Mitchell,https://www.aestheticmatch.com
Lexington,Breast Implants,4,Low,8736.0,5100.0,18465.0,Plastic Surgeons of Lexington,https://www.aestheticmatch.com
Las Vegas,Breast Implants,37,Intermediate,8312.64,6800.0,8500.0,Dr. Kush Pancholi,https://www.aestheticmatch.com
Laredo,Breast Implants,0,Low,6384.0,5000.0,8000.0,"Dr. Lance Troell, MD",https://www.aestheticmatch.com
Kansas City,Breast Implants,57,Intermediate,8540.0,6000.0,14000.0,"Dr. Levi Young, Advanced Cosmetic Surgery KC",https://www.aestheticmatch.com
Jersey City,Breast Implants,645,High,8176.0,5500.0,10000.0,"Dr. Pedy Ganchi, MD",https://www.aestheticmatch.com
Jacksonville,Breast Implants,19,Intermediate,6272.0,4000.0,7000.0,Dr. James Hardy,https://www.aestheticmatch.com
Irving,Breast Implants,23,Intermediate,7056.0,5700.0,9000.0,Dr. Jerry W. Troell in Irving,https://www.aestheticmatch.com
Irvine,Breast Implants,15,Low,9184.0,7000.0,10000.0,Dr. Dan Mills,https://www.aestheticmatch.com
Indianapolis,Breast Implants,45,Intermediate,6440.0,5000.0,12000.0,Dr. Kimberly Short,https://www.aestheticmatch.com
Honolulu,Breast Implants,19,Intermediate,10584.0,8700.0,12000.0,Dr. Conrad Tirre,https://www.aestheticmatch.com
Hialeah,Breast Implants,273,High,5712.0,2300.0,12000.0,"Dr. Daniel Barrett, MD",https://www.aestheticmatch.com
Henderson,Breast Implants,1,Low,7784.0,5800.0,14000.0,"Dr. Himansu Shah, MD, FACS",https://www.aestheticmatch.com
Greensboro,Breast Implants,43,Intermediate,8848.0,4800.0,8000.0,Dr. H. Christopher Coley,https://www.aestheticmatch.com
Glendale,Breast Implants,3,Low,9744.0,7500.0,9000.0,"Dr. Vartan Mardirossian, MD",https://www.aestheticmatch.com
Gilbert,Breast Implants,3,Low,8624.0,6000.0,14000.0,Dr. Richard Guerra,https://www.aestheticmatch.com
Garland,Breast Implants,16,Low,9688.0,6000.0,14000.0,Dr. Farris,https://www.aestheticmatch.com
Frisco,Breast Implants,0,Low,7448.0,5000.0,7900.0,"Dr. Ken Smart, MD",https://www.aestheticmatch.com
Fresno,Breast Implants,192,High,8400.0,5000.0,10000.0,Dr. Mark A. Chin,https://www.aestheticmatch.com
Fort Worth,Breast Implants,166,High,9184.0,6000.0,16500.0,Dr. Kunkel,https://www.aestheticmatch.com
Fort Wayne,Breast Implants,19,Intermediate,7056.0,5000.0,7000.0,"Dr. Joe, Plastic Surgery Innovations, Fort Wayne",https://www.aestheticmatch.com
El Paso,Breast Implants,11,Low,6272.0,4400.0,7000.0,"Dr. Marco A. Gonzalez, MD",https://www.aestheticmatch.com
Durham,Breast Implants,2,Low,8601.6,7500.0,8000.0,"Dr. Zachary Tannan, MD (Raleigh)",https://www.aestheticmatch.com
Detroit,Breast Implants,6,Low,8792.0,4800.0,11000.0,Dr. Andrew Lofman,https://www.aestheticmatch.com
Denver,Breast Implants,114,Intermediate,10192.0,8800.0,10500.0,"Dr. Adam Levy, MD",https://www.aestheticmatch.com
Corpus Christi,Breast Implants,13,Low,7952.0,7000.0,8000.0,Dr. Vijay Bindingnavele,https://www.aestheticmatch.com
Columbus,Breast Implants,5,Low,9094.4,6000.0,14000.0,Dr. Michael Donaldson,https://www.aestheticmatch.com
Colorado Springs,Breast Implants,21,Intermediate,11144.0,6000.0,14000.0,Institute of Plastic Surgery,https://www.aestheticmatch.com
Cleveland,Breast Implants,19,Intermediate,4816.0,3900.0,5500.0,Dr. Matt Goldschmidt,https://www.aestheticmatch.com
Cincinnati,Breast Implants,51,Intermediate,7896.0,6950.0,10000.0,Dr. David T. Troell,https://www.aestheticmatch.com
Chula Vista,Breast Implants,91,Intermediate,9744.0,5000.0,10000.0,Eastlake Cosmetic Surgery,https://www.aestheticmatch.com
Chicago,Breast Implants,160,High,9072.0,6995.0,25000.0,Dr. Michael Horn,https://www.aestheticmatch.com
Chesapeake,Breast Implants,36,Intermediate,8677.76,5000.0,10000.0,Dr. William Troell,https://www.aestheticmatch.com
Charlotte,Breast Implants,8,Low,10001.6,8000.0,12000.0,Dr. Erik J. Miles,https://www.aestheticmatch.com
Chandler,Breast Implants,7,Low,8601.6,6300.0,8200.0,Dr. Guerra at Guerra Plastic Surgery Center,https://www.aestheticmatch.com
Cape Coral,Breast Implants,51,Intermediate,9520.0,5300.0,10000.0,Dr. Kent V. Hasen,https://www.aestheticmatch.com
Buffalo,Breast Implants,65,Intermediate,5952.8,4500.0,6000.0,Dr. Andrew Giacobbe,https://www.aestheticmatch.com
Boston,Breast Implants,13,Low,13216.0,7900.0,18500.0,Dr. Sean Doherty,https://www.aestheticmatch.com
Boise,Breast Implants,9,Low,8400.0,5100.0,18465.0,Dr. Jonathan Kramer,https://www.aestheticmatch.com
Baltimore,Breast Implants,60,Intermediate,7840.0,4000.0,10500.0,Dr. Sarah Mess,https://www.aestheticmatch.com
Bakersfield,Breast Implants,14,Low,9072.0,6000.0,12000.0,Dr. Sean Younai,https://www.aestheticmatch.com
Austin,Breast Implants,0,Low,7504.0,5500.0,10000.0,"Dr. Steven Camp, MD",https://www.aestheticmatch.com
Aurora,Breast Implants,3,Low,10472.0,8800.0,9700.0,Dr. Steven Thompson at Modern Surgical Arts,https://www.aestheticmatch.com
Arlington,Breast Implants,7,Low,7683.2,6725.0,16500.0,Dr. Vishnu Rumalla,https://www.aestheticmatch.com
Anchorage,Breast Implants,6,Low,8288.0,3800.0,18465.0,Dr. Thomas Kramer,https://www.aestheticmatch.com
Anaheim,Breast Implants,407,High,9184.0,6000.0,14000.0,"Dr. Saba Motakef, MD",https://www.aestheticmatch.com
Albuquerque,Breast Implants,11,Low,6272.0,4600.0,7200.0,Dr. Paul Gallegos,https://www.aestheticmatch.com
